df1,df2,name1,birthdate1,name2,birthdate2,nat1,nat2,club1,club2,score,match
tm_2655,fm_3593,Lion Semic,2003-09-13,Lion Semić,2003-09-13,Germany,GER,Borussia Dortmund II,Borussia Dortmund II,0.9299999999999999,
tm_4438,fm_9655,Umut Meras,1995-12-20,Umut Meraş,1995-12-20,Turkey,TUR,Besiktas JK,Beşiktaş,0.9299999999999999,
tm_4905,fm_9600,Aytac Kara,1993-03-23,Aytaç Kara,1993-03-23,Turkey,TUR,Kasimpasa,Kasımpaşa,0.9299999999999999,
tm_6506,fm_6831,Karlo Lulic,1996-05-10,Karlo Lulić,1996-05-10,Croatia,CRO,Frosinone Calcio,Frosinone,0.9363636363636363,
tm_7128,fm_2075,Wataru Endo,1993-02-09,Wataru Endô,1993-02-09,Japan,JPN,Liverpool FC,VfB Stuttgart,0.9363636363636363,
tm_3689,fm_2946,Saïd Bakari,1994-09-22,Said Bakari,1994-09-22,Comoros,COM,Sparta Rotterdam,RKC Waalwijk,0.9363636363636363,
tm_10767,fm_3441,Semih Sahin,1999-12-22,Semih Şahin,1999-12-22,Germany,GER,SV 07 Elversberg,SV Elversberg,0.9363636363636363,
tm_8968,fm_7478,Brian Bayeye,2000-06-30,Bryan Bayeye,2000-06-30,DR Congo,FRA,Torino FC,Torino,0.9416666666666667,
tm_4091,fm_2596,Koki Machida,1997-08-25,Kôki Machida,1997-08-25,Japan,JPN,Royale Union Saint-Gilloise,Union SG,0.9416666666666667,
tm_1510,fm_1463,Carlos Terán,2000-09-24,Carlos Teran,2000-09-24,Colombia,COL,Chicago Fire FC,Chicago,0.9416666666666667,
tm_1965,fm_3585,Omar Sijaric,2001-11-02,Omar Sijarić,2001-11-02,Germany,MNE,FC Erzgebirge Aue,Erzgebirge Aue,0.9416666666666667,
tm_4710,fm_9979,Samil Öztürk,2005-05-09,Şamil Öztürk,2005-05-09,Turkey,TUR,Kayserispor,Kayserispor,0.9416666666666667,
tm_6960,fm_14391,Nikola Maras,1995-12-19,Nikola Maraš,1995-12-19,Serbia,SRB,Deportivo Alavés,Alavés,0.9416666666666667,
tm_1960,fm_3114,Mirnes Pepic,1995-12-19,Mirnes Pepić,1995-12-19,Montenegro,MNE,FC Erzgebirge Aue,SV Meppen,0.9416666666666667,
tm_3423,fm_10048,Ahmed Hegazy,1991-01-25,Ahmed Hegazi,1991-01-25,Egypt,EGY,Al-Ittihad Club,Al-Ittihad,0.9416666666666667,
tm_8544,fm_16416,Kevin Tapoko,1994-04-13,Kévin Tapoko,1994-04-13,France,FRA,Stade Lavallois,Stade Lavallois,0.9416666666666667,
tm_6982,fm_15808,Eric Curbelo,1994-01-14,Éric Curbelo,1994-01-14,Spain,ESP,UD Las Palmas,Las Palmas,0.9416666666666667,
tm_4653,fm_9562,Adil Demirbag,1997-12-10,Adil Demirbağ,1997-12-10,Turkey,TUR,Konyaspor,Konyaspor,0.9461538461538461,
tm_4625,fm_9714,Nihad Mujakic,1998-04-15,Nihad Mujakić,1998-04-15,Bosnia-Herzegovina,BIH,MKE Ankaragücü,Ankaragücü,0.9461538461538461,
tm_10814,fm_3352,Oumar Diakhite,1993-12-09,Oumar Diakhité,1993-12-09,Senegal,SEN,VfL Osnabrück,Sandhausen,0.95,
tm_1108,fm_1428,Memo Rodríguez,1995-12-27,Memo Rodriguez,1995-12-27,United States,USA,Austin FC,Houston,0.95,
tm_6547,fm_14228,Iñigo Martínez,1991-05-17,Íñigo Martínez,1991-05-17,Spain,ESP,FC Barcelona,A. Bilbao,0.95,
tm_7837,fm_2151,Mergim Berisha,1998-05-11,Mërgim Berisha,1998-05-11,Germany,GER,TSG 1899 Hoffenheim,FC Augsburg,0.95,
tm_8116,fm_16183,Aimen Moueffek,2001-04-09,Aïmen Moueffek,2001-04-09,Morocco,FRA,AS Saint-Étienne,ASSE,0.95,
tm_4885,fm_9523,Lazar Markovic,1994-03-02,Lazar Marković,1994-03-02,Serbia,SRB,Gaziantep FK,Gaziantep FK,0.95,
tm_4544,fm_9503,Younès Belhanda,1990-02-25,Younes Belhanda,1990-02-25,Morocco,MAR,Adana Demirspor,Adana D.S.,0.9533333333333334,
tm_1023,fm_1216,Brandon Vazquez,1998-10-14,Brandon Vázquez,1998-10-14,United States,USA,FC Cincinnati,Cincinnati,0.9533333333333334,
tm_4353,fm_2788,Frederic Ananou,1997-09-20,Fredéric Ananou,1997-09-20,Togo,TOG,Sint-Truidense VV,Hansa Rostock,0.9533333333333334,
tm_5588,fm_15584,Khéphren Thuram,2001-03-26,Khephren Thuram,2001-03-26,France,FRA,OGC Nice,OGC Nice,0.9533333333333334,
tm_2747,fm_3881,Benjamin Kanuric,2003-02-26,Benjamin Kanurić,2003-02-26,Austria,AUT,FC Ingolstadt 04,Arminia Bielefeld,0.95625,
tm_5634,fm_15538,Massadio Haidara,1992-12-02,Massadio Haïdara,1992-12-02,Mali,MLI,RC Lens,RC Lens,0.95625,
tm_6969,fm_15845,Carlos Benavidez,1998-03-30,Carlos Benavídez,1998-03-30,Uruguay,URU,Deportivo Alavés,Alavés,0.95625,
tm_1291,fm_1145,Jaroslaw Niezgoda,1995-03-15,Jarosław Niezgoda,1995-03-15,Poland,POL,Portland Timbers,Portland,0.9588235294117646,
tm_9369,fm_15732,Mohamed Bouldini,1995-11-27,Mohammed Bouldini,1995-11-27,Morocco,MAR,Levante UD,Levante,0.9588235294117646,
tm_4886,fm_9710,Mustafa Eskihellac,1997-05-05,Mustafa Eskihellaç,1997-05-05,Turkey,TUR,Gaziantep FK,Gaziantep FK,0.961111111111111,
tm_8075,fm_17290,Grégoire Swiderski,2005-10-05,Grégoire Świderski,2005-10-05,France,FRA,,Bordeaux,0.961111111111111,
tm_8457,fm_16358,Jean Lambert Evan's,1998-12-17,Jean-Lambert Evan's,1998-12-17,France,FRA,Pau FC,Pau FC,0.963157894736842,
tm_9803,fm_11727,Dimitrios Giannoulis,1995-10-17,Dimitris Giannoulis,1995-10-17,Greece,GRE,Norwich City,Norwich,0.9649999999999999,
