UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style
2000102825,Ramu Azemi,9/11/2005 ,SRB,3. Liga,RW Essen,Left,M/AM (R),165,55,16,47000.0,275,Technical
2000102826,Edmond Kadrijaj,30/5/2005 ,GER,3. Liga,RW Essen,Right,M (C),180,67,17,35000.0,275,Physical
2000102828,Milot Ademi,7/10/2005 ,GER,3. Liga,RW Essen,Right ,M/AM (C),166,55,16,42500.0,275,Physical
2000102829,Luei Mustafa,2/2/2005 ,GER,3. Liga,RW Essen,Right ,ST (C),186,74,17,50500.0,275,Physical
2000103334,Javon Hendricks,26/1/2004 ,GER,Bundesliga 2,Fürth,Right ,ST (C),180,74,18,7000.0,"1,700",Technical
2000103758,Arthur Kovis,19/1/2004 ,GER,3. Liga,SV Waldhof Mannheim,Either,GK,194,81,18,47500.0,"1,500",Assertive
2000103760,Seedy Jarju,28/10/2004 ,GAM,Bundesliga 2,Heidenheim,Left ,D (L),172,63,17,88000.0,"1,800",Physical
2000103763,Nico Kröss,25/6/2004 ,GER,Bundesliga 2,Heidenheim,Right,D (C),186,78,18,6500.0,"1,700",Intelligent
2000103767,Levis Schaber,7/5/2004 ,GER,Bundesliga 2,Heidenheim,Right,M/AM (C),181,69,18,25500.0,"1,700",Technical
2000103773,Henrick Selitaj,21/6/2004 ,GER,Bundesliga 2,Heidenheim,Right,"AM (C), ST (C)",184,76,18,8000.0,"1,700",Intelligent
2000103774,Erin Zejnulahi,14/3/2004 ,GER,Bundesliga 2,Heidenheim,Right,ST (C),175,68,18,10000.0,"1,700",Technical
2000103775,Richard Gumpinger,3/3/2004 ,GER,Bundesliga 2,Heidenheim,Right ,ST (C),173,65,18,17750.0,"1,700",Intelligent
2000103776,Alexander Paul,16/2/2004 ,GER,Bundesliga 2,Heidenheim,Right,"AM (RL), ST (C)",180,69,18,17500.0,"1,700",Physical
2000103797,Kadir Cetiner,22/4/2005 ,GER,Bundesliga 2,Heidenheim,Right,GK,190,80,17,8000.0,275,Assertive
2000103803,Nick Zimmerer,12/2/2004 ,GER,Bundesliga 2,Heidenheim,Right ,M/AM (R),180,68,18,3250.0,"1,700",Technical
2000108456,Jonas Simon,5/1/2004 ,GER,Bundesliga 2,Fürth,Right ,D (C),171,64,18,37500.0,"1,700",Intelligent
2000108457,Bennet Külpmann,2/3/2004 ,GER,Bundesliga 2,Fürth,Right,D (RC),186,74,18,47000.0,"1,700",Intelligent
2000211085,Olaf Kozłowski,6/6/2005 ,POL,Jupiler Pro League,Union SG,Either,"DM, M (C)",190,77,17,72500.0,250,Leader
2000211510,Diego Benito Poloni,13/3/2006 ,SUI,Bundesliga,SC Freiburg,Left,"D (LC), WB (L)",181,67,16,660000.0,275,Technical
2000215186,Emre Cil,14/4/2005 ,GER,Bundesliga,Hertha Berlin,Right,D (C),190,77,17,22500.0,275,Intelligent
2000146037,Noah Klose,30/1/2005 ,GER,3. Liga,1860 München,Right,M/AM (RL),179,63,17,30500.0,275,Creative
2000197039,Julian Gerold,7/1/2004 ,GER,Bundesliga 2,KSC,Right,"AM (RL), ST (C)",185,74,18,2750.0,"1,700",Technical
2000114074,Kristaps Grabovskis,14/6/2005 ,LVA,Bundesliga,RB Leipzig,Right ,"M (R), AM (RC)",179,67,17,0,275,Physical
2000163473,Karlo Kurányi,27/9/2005 ,GER,Bundesliga,VfB Stuttgart,Right ,ST (C),193,74,16,107500.0,275,Physical
2000149652,Noah Nnaji,19/10/2004 ,GER,Bundesliga 2,Kaiserslautern,Right ,D (C),190,78,17,0,"1,800",Physical
2000149653,Torben Seib,25/4/2004 ,GER,Bundesliga 2,Kaiserslautern,Left ,D (LC),188,77,18,4000.0,"1,700",Technical
2000197506,Felix Brunner,19/1/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,ST (C),175,66,18,8000.0,"1,500",Intelligent
2000197497,Luca Lechner,27/4/2005 ,GER,3. Liga,FC Ingolstadt 04,Right,D (C),185,73,17,43500.0,"1,500",Intelligent
2000194092,Malik Ampaw-Anti,3/1/2005 ,GER,Bundesliga,Union Berlin,Left ,D (L),165,55,17,83000.0,275,Intelligent
2000136059,Marlon Gebhard,30/4/2004 ,GER,3. Liga,1. FC Saarbrücken,Right,"DM, M (C)",170,60,18,0,"1,500",Physical
2000180848,Tim Drexler,6/3/2005 ,GER,Bundesliga,Hoffenheim,Right ,D (C),185,74,17,55000.0,275,Physical
2000197065,Noah Kocoglu,9/2/2005 ,TUR,3. Liga,1860 München,Right ,GK,191,74,17,15000.0,"1,500",Assertive
2000194494,Tim Kallis,18/10/2005 ,GER,Bundesliga 2,Magdeburg,Right ,GK,190,75,16,27500.0,275,Assertive
2000182170,Marcel Zajusch,19/8/2006 ,POL,Bundesliga,RB Leipzig,Left,D/WB/M/AM (L),183,63,15,104000.0,275,Physical
2000180884,Henrik Koch,17/8/2006 ,GER,Bundesliga 2,Arminia Bielefeld,Right ,ST (C),193,73,15,30000.0,275,Physical
2000194643,Moritz Krause,26/4/2005 ,GER,3. Liga,Dynamo Dresden,Right,D/WB (R),179,67,17,61000.0,"1,500",Technical
2000194645,Erik Herrmann,18/9/2004 ,GER,3. Liga,Dynamo Dresden,Right ,ST (C),172,65,17,105000.0,"1,500",Intelligent
2000196162,Lasse Zumdieck,25/2/2005 ,GER,3. Liga,SV Meppen,Right,M (C),176,66,17,4000.0,"1,500",Leader
2000194682,Leon Zeqiraj,2/7/2005 ,KOS,Bundesliga,SV Werder,Right ,ST (C),186,72,16,82000.0,275,Technical
2000197328,Ruben Müller,27/8/2005 ,GER,Bundesliga,SC Freiburg,Right ,ST (C),163,55,16,105000.0,275,Technical
2000197335,Adrian Jogerst,30/9/2004 ,GER,Bundesliga,SC Freiburg,Right ,DM,183,72,17,44000.0,"2,800",Physical
2000197150,Levin Krasniqi,5/9/2004 ,GER,Bundesliga,FC Augsburg,Either,AM (L),173,61,17,115000.0,"2,800",Technical
2000192107,Djaro Mulder,28/12/2005 ,NED,Eredivisie,Fortuna Sittard,Right ,D (R),185,71,16,45000.0,500,Physical
2000127520,Jannis Leinweber,7/10/2004 ,GER,Bundesliga 2,Magdeburg,Right ,GK,185,72,17,25000.0,"1,700",Assertive
2000196977,Tidiane Keita,25/2/2004 ,CAN,3. Liga,SC Verl,Left ,D/WB/M/AM (L),173,64,18,0,"1,500",Technical
2000197491,Dominik Dedaj,24/8/2004 ,GER,3. Liga,FC Ingolstadt 04,Right,ST (C),184,70,17,6500.0,"1,500",Intelligent
2000196160,Dzejlan Fejzic,12/6/2005 ,GER,3. Liga,SV Meppen,Right ,D (RC),180,68,17,22500.0,"1,500",Physical
2000197072,Sean Dulic,5/6/2005 ,GER,3. Liga,1860 München,Right ,DM,186,71,17,5000.0,"1,500",Physical
2000180888,Eliot Bujupi,3/7/2006 ,GER,Bundesliga,VfB Stuttgart,Right ,"AM (RL), ST (C)",174,58,15,15000.0,275,Technical
2000196976,Keiquon Aaron,22/9/2004 ,TRI,3. Liga,SC Verl,Right ,ST (C),179,65,17,6000.0,"1,500",Physical
2000196147,Tristan Wagner,6/7/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,DM,178,64,16,500.0,275,Physical
2000196974,Fajton Ademaj,16/11/2005 ,GER,3. Liga,SC Verl,Left ,M (L),184,66,16,3000.0,275,Leader
2000196167,Wilko Docter,24/2/2005 ,GER,3. Liga,SV Meppen,Right ,AM (R),161,55,17,0,"1,500",Technical
2000193619,Alihan Adıgüzel,5/9/2005 ,GER,Bundesliga 2,Fürth,Left ,AM (L),170,55,16,2250.0,275,Technical
2000194690,Christopher Alberts,19/4/2005 ,GER,Bundesliga,SV Werder,Right ,"DM, M (C)",175,66,17,302500.0,"2,800",Intelligent
2000180021,Jarno van Essen,18/1/2002 ,NED,Eredivisie,Go Ahead Eagles,Either,ST (C),184,72,20,62500.0,575,Intelligent
2000194742,Benjamin Lamce,3/11/2005 ,GER,Bundesliga 2,HSV,Right ,M (C),174,62,16,104000.0,275,Physical
2000194680,Leon Opitz,11/4/2005 ,GER,Bundesliga,SV Werder,Left ,M/AM (L),163,55,17,66000.0,"2,800",Creative
2000180028,Loek Vergauwe,8/3/2005 ,NED,Eredivisie,FC Twente,Right,M (C),175,64,17,66000.0,500,Physical
2000180101,Jesper van der Mark,29/6/2004 ,NED,Eredivisie,sc Heerenveen,Right,GK,190,75,17,62500.0,575,Shot Stopper
2000197148,Romeo Ivelj,10/1/2005 ,CRO,Bundesliga,FC Augsburg,Left ,AM (L),185,69,17,104000.0,"2,800",Technical
2000197168,Luca Battista,11/1/2005 ,GER,Bundesliga,VfB Stuttgart,Right ,M (C),179,68,17,47500.0,"2,800",Leader
2000197236,Pablo Martinez,21/2/2005 ,GER,Bundesliga,Eintracht Frankfurt,Right ,D (C),188,78,17,110000.0,"2,800",Intelligent
2000197362,Mattino Schlotterbeck,25/4/2004 ,GER,Bundesliga,Hoffenheim,Right ,D (R),186,77,18,88000.0,"2,800",Intelligent
2000197381,Milan Rehus,4/8/2005 ,SVN,Bundesliga,Hoffenheim,Right ,AM (C),175,61,16,100000.0,275,Technical
2000196886,Kelven Frees,3/2/2005 ,GER,Bundesliga 2,Düsseldorf,Right ,D (C),186,73,17,22500.0,"1,700",Physical
2000197505,Udebuluzor Michael,1/4/2004 ,HKG,3. Liga,FC Ingolstadt 04,Right ,ST (C),167,60,18,127500.0,"1,500",Technical
2000192122,Giovanni Goncalves,24/10/2004 ,BEL,Eredivisie,Fortuna Sittard,Right ,M (C),175,63,17,192500.0,425,Physical
2000196539,Ensar Tekin,10/1/2004 ,GER,3. Liga,MSV Duisburg,Left ,D (L),176,70,18,1000.0,"1,500",Leader
2000196128,Keanu Brandt,17/3/2004 ,GER,Bundesliga 2,Hannover,Right ,M (C),173,63,18,14000.0,"1,700",Technical
2000196765,Jens Balzukat,1/1/2005 ,GER,Bundesliga 2,Paderborn,Right ,GK,188,75,17,30000.0,"1,700",Shot Stopper
2000196513,Mats Flock,3/2/2005 ,GER,Bundesliga,Bayer 04,Right ,AM (R),189,75,17,33000.0,275,Technical
2000197055,Said Souleymané,30/3/2004 ,TOG,Bundesliga 2,KSC,Left ,AM (L),189,76,18,2750.0,"1,700",Technical
2000197498,Benedikt Schwarzensteiner,19/5/2004 ,GER,3. Liga,FC Ingolstadt 04,Left ,D (L),176,67,18,0,"1,500",Physical
2000197357,Lars Strobl,15/4/2005 ,GER,Bundesliga,Hoffenheim,Right ,D (C),181,68,17,49500.0,"2,800",Physical
2000196538,Dorian Binaj,23/5/2004 ,GER,3. Liga,MSV Duisburg,Right ,ST (C),180,69,18,0,"1,500",Physical
2000196978,Jamie Villanueva,26/3/2004 ,USA,3. Liga,SC Verl,Left ,D (L),177,66,18,0,"1,500",Physical
2000197070,Tizian Schatto,7/3/2005 ,GER,3. Liga,1860 München,Right ,D (R),172,64,17,5000.0,"1,500",Intelligent
2000196760,Erik Kerner,17/7/2005 ,GER,Bundesliga 2,Paderborn,Right ,M (R),172,62,16,4000.0,275,Leader
2000196144,Leo Bera,2/2/2005 ,GER,Bundesliga 2,Hansa Rostock,Left ,D (L),186,73,17,0,"1,700",Physical
2000196156,Max Hauer,4/4/2005 ,GER,Bundesliga 2,Hansa Rostock,Right,ST (C),184,72,17,0,"1,700",Physical
2000196763,Julian Lang,13/7/2004 ,GER,Bundesliga 2,Paderborn,Right ,"M/AM (C), ST (C)",175,66,17,0,"1,700",Intelligent
2000194577,Dustin Strobach,28/11/2005 ,GER,Bundesliga 2,Magdeburg,Right ,M/AM (C),184,66,16,36500.0,275,Technical
2000197156,Silvio Sebalj,26/2/2004 ,CRO,Bundesliga,FC Augsburg,Right ,ST (C),188,78,18,50000.0,"2,800",Physical
2000196123,Colin Piepenbrink,4/1/2005 ,GER,Bundesliga 2,Hannover,Left ,D (L),186,76,17,15500.0,"1,700",Physical
2000196132,Szabolcs Szitai,13/3/2005 ,HUN,Bundesliga 2,Hannover,Right ,AM (R),176,65,17,30000.0,"1,700",Technical
2000197485,Emre Gül,9/1/2005 ,TUR,3. Liga,FC Ingolstadt 04,Right,"DM, M (C)",170,59,17,30000.0,"1,500",Technical
2000197397,Joshua Kopf,26/1/2005 ,GER,Bundesliga 2,Heidenheim,Left ,D (L),176,67,17,20000.0,"1,700",Physical
2000197219,Maximilian Kohlert,20/9/2005 ,GER,Bundesliga 2,Nürnberg,Left ,WB (L),183,67,16,3750.0,275,Physical
2000196980,Xavier Hafer,20/1/2004 ,USA,3. Liga,SC Verl,Left ,WB (L),186,76,18,0,"1,500",Physical
2000196769,Joel Vega Zambrano,10/9/2004 ,GER,Bundesliga 2,Paderborn,Left ,M (L),180,68,17,27000.0,"1,700",Leader
2000194571,Conner Schulze,3/1/2005 ,GER,Bundesliga 2,Magdeburg,Left ,D (L),167,58,17,12750.0,275,Technical
2000196572,Finn Kotyrba,13/2/2004 ,GER,Bundesliga,VfL Bochum,Right,GK,193,77,18,8000.0,"2,800",Assertive
2000193620,Cem Cevizci,4/10/2005 ,GER,Bundesliga 2,Fürth,Right ,ST (C),180,65,16,27500.0,275,Physical
2000194094,Florian Bäker,25/7/2005 ,GER,Bundesliga,Union Berlin,Right ,D (C),188,71,16,8000.0,275,Intelligent
2000194090,Julius Grunwald,11/9/2005 ,GER,Bundesliga,Union Berlin,Left ,D (L),177,64,16,77000.0,275,Physical
2000193618,Christoph Meister,25/9/2004 ,GER,Bundesliga 2,Fürth,Right ,D (R),185,70,17,8000.0,"1,800",Physical
2000196626,Mehmet Can Demirci,28/7/2005 ,GER,3. Liga,RW Essen,Right ,"DM, M (C)",178,65,16,32500.0,275,Technical
2000194497,Robert Kampa,13/2/2005 ,GER,Bundesliga 2,Magdeburg,Right ,GK,197,81,17,16000.0,275,Assertive
2000197492,Leon Peric,10/2/2004 ,GER,3. Liga,FC Ingolstadt 04,Left ,"AM (L), ST (C)",184,73,18,3500.0,"1,500",Leader
2000197218,Leo Eberle,14/8/2005 ,GER,Bundesliga 2,Nürnberg,Left,D/WB (L),179,65,16,22500.0,275,Physical
2000197376,Sekou Tandiang,15/10/2005 ,FRA,Bundesliga,Hoffenheim,Left ,M (C),168,55,16,27500.0,275,Creative
2000197227,David Jochem,28/1/2005 ,GER,Bundesliga 2,Nürnberg,Left ,M (L),171,60,17,3750.0,"1,700",Technical
2000196756,Tim Brinkjost,22/12/2005 ,GER,Bundesliga 2,Paderborn,Right ,D (RC),183,68,16,9000.0,275,Physical
2000193612,Patrick Götzelmann,28/2/2005 ,GER,Bundesliga 2,Fürth,Right,M (C),177,67,17,6000.0,275,Creative
2000197401,Luka Petrovic,1/10/2005 ,GER,Bundesliga 2,Heidenheim,Right ,M (C),166,55,16,33000.0,275,Technical
2000197395,Max Neunhoeffer,14/4/2004 ,GER,Bundesliga 2,Heidenheim,Right ,D (C),183,71,18,17750.0,"1,700",Intelligent
2000197037,Eren Öztürk,29/6/2004 ,TUR,Bundesliga 2,KSC,Left ,D/WB/M (L),180,70,17,16000.0,"1,700",Physical
2000194637,Ali Aazem,1/4/2005 ,GER,3. Liga,Dynamo Dresden,Right ,GK,185,70,17,47000.0,"1,500",Distributor
2000197399,Janne Berner,6/4/2005 ,GER,Bundesliga 2,Heidenheim,Right ,D (R),162,55,17,17750.0,"1,700",Intelligent
2000197487,Alexander Seifert,2/12/2005 ,GER,3. Liga,FC Ingolstadt 04,Right,ST (C),177,63,16,1000.0,275,Physical
2000196166,Niclas Wessels,14/11/2004 ,GER,3. Liga,SV Meppen,Right ,"DM, M (C)",195,80,17,3000.0,"1,500",Leader
2000197388,Elias Kamper,31/3/2005 ,GER,Bundesliga 2,Heidenheim,Right ,ST (C),157,55,17,0,"1,700",Physical
2000196183,Maik Müller,4/8/2004 ,GER,3. Liga,SV Meppen,Left ,M (LC),175,65,17,0,"1,500",Technical
2000193606,Richard Hauth,22/8/2005 ,GER,Bundesliga 2,Fürth,Right ,D (C),179,64,16,17500.0,275,Intelligent
2000197383,Adijat Sefer,20/1/2005 ,GER,Bundesliga,Hoffenheim,Right,ST (C),181,71,17,12000.0,"2,800",Technical
2000194636,Adam Hradisky,25/3/2005 ,CZE,3. Liga,Dynamo Dresden,Right,M/AM (C),176,64,17,14000.0,"1,500",Technical
2000196124,Jamal El-Srouij,20/6/2005 ,GER,Bundesliga 2,Hannover,Right ,D (R),196,84,17,17500.0,"1,700",Leader
2000197392,Solomon Schilke,10/2/2005 ,GER,Bundesliga 2,Heidenheim,Right ,GK,194,77,17,10000.0,"1,700",Shot Stopper
2000194745,Noah Wallenfuß,30/4/2005 ,GER,Bundesliga 2,HSV,Right ,ST (C),184,72,17,40000.0,"1,700",Technical
2000197503,Erik Eßlinger,9/3/2005 ,GER,3. Liga,FC Ingolstadt 04,Right ,ST (C),185,70,17,12750.0,"1,500",Physical
2000194083,Baris Kalayci,30/8/2005 ,GER,Bundesliga,Union Berlin,Right ,AM (L),169,56,16,24500.0,275,Technical
2000196175,Bennet Antczak,9/2/2005 ,GER,3. Liga,SV Meppen,Right ,M (C),177,66,17,0,"1,500",Physical
2000197043,Safa Can Boras,29/3/2005 ,GER,Bundesliga 2,KSC,Right ,D/WB (L),188,75,17,5500.0,"1,700",Physical
2000196528,Batuhan Yavuz,4/5/2005 ,TUR,3. Liga,MSV Duisburg,Right ,D (RC),174,67,17,2500.0,"1,500",Intelligent
2000196895,Elias Fernandes Neto,23/8/2005 ,ANG,Bundesliga 2,Düsseldorf,Right,DM,177,61,16,22750.0,275,Physical
2000193516,Mortiz Aé,23/2/2005 ,GER,Bundesliga,RB Leipzig,Right,GK,196,80,17,93000.0,275,Assertive
2000196899,Alexander Holl,4/6/2005 ,GER,Bundesliga 2,Düsseldorf,Right ,ST (C),188,73,17,3250.0,"1,700",Physical
2000197048,Silviu Capota,20/1/2005 ,ROU,Bundesliga 2,KSC,Right ,ST (C),195,79,17,6000.0,"1,700",Physical
2000197131,Lukas Da Silva,14/2/2005 ,GER,Bundesliga,FC Augsburg,Right ,GK,190,75,17,12000.0,"2,800",Shot Stopper
2000197053,Jakob Weißer,4/2/2004 ,AUT,Bundesliga 2,KSC,Right ,DM,188,77,18,12000.0,"1,700",Leader
2000197502,Moritz Wiezorrek,11/4/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,M (L),170,61,18,4000.0,"1,500",Technical
2000196762,Ilyas Ansah,8/11/2004 ,GER,Bundesliga 2,Paderborn,Right ,ST (C),184,73,17,4500.0,"1,700",Physical
2000194579,Carlos Krüger,3/2/2005 ,GER,Bundesliga 2,Magdeburg,Right,M (C),168,58,17,12500.0,275,Physical
2000197073,Marc Zimmermann,7/3/2005 ,GER,3. Liga,1860 München,Right,DM,183,75,17,30000.0,"1,500",Creative
2000127591,Marvin Schade,8/1/2004 ,GER,Bundesliga 2,Magdeburg,Right ,DM,177,71,18,2750.0,"1,700",Technical
2000196143,Richard Bauer,12/12/2005 ,GER,Bundesliga 2,Hansa Rostock,Right ,D (C),187,71,16,500.0,275,Intelligent
2000196533,Stefan Tasic,29/9/2005 ,GER,3. Liga,MSV Duisburg,Left ,WB (L),186,69,16,16500.0,275,Physical
2000196625,Mats Brune,28/4/2005 ,GER,3. Liga,RW Essen,Either,DM,183,72,17,3500.0,275,Leader
2000196529,Jeremiah Maluze,11/11/2004 ,GER,3. Liga,MSV Duisburg,Right ,D (C),174,68,17,27000.0,"1,500",Intelligent
2000197151,Ruvejd Perović,29/2/2004 ,MNE,Bundesliga,FC Augsburg,Left,AM (L),173,62,18,24500.0,"2,800",Physical
2000197059,River Ries,3/4/2005 ,GER,Bundesliga 2,KSC,Right ,ST (C),186,75,17,11000.0,"1,700",Physical
2000194686,Linus Urban,20/11/2004 ,GER,Bundesliga,SV Werder,Right ,ST (C),183,70,17,12000.0,"2,800",Physical
2000180889,Finn Jeltsch,17/7/2006 ,GER,Bundesliga 2,Nürnberg,Either,"DM, M/AM (C)",185,64,15,28500.0,275,Technical
2000194647,Martial-Didier Ekui,5/9/2003 ,GER,Bundesliga 2,Magdeburg,Left ,D (L),171,62,18,0,N/A,Physical
2000197127,Dominik Lindermeir,13/6/2005 ,GER,Bundesliga,FC Augsburg,Right ,"DM, M (C)",171,61,17,15500.0,"2,800",Physical
2000197322,Gabriele Cioffi,15/1/2004 ,ITA,Bundesliga,SC Freiburg,Left ,M (L),175,65,18,37500.0,"2,800",Technical
2000197484,Erio Metaj,3/3/2004 ,GER,3. Liga,FC Ingolstadt 04,Left ,WB (L),174,69,18,0,"1,500",Physical
2000197494,Johannes Birkl,14/1/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,M/AM (C),179,70,18,13000.0,"1,500",Intelligent
2000196125,Luis Podolski,21/6/2004 ,GER,Bundesliga 2,Hannover,Right,D (R),174,65,18,29500.0,"1,700",Physical
2000196180,Igor Hotlos,15/4/2005 ,POL,3. Liga,SV Meppen,Right,"D (C), DM, M (C)",173,64,17,2000.0,"1,500",Creative
2000197135,Jakob Reichenbach,8/4/2004 ,GER,Bundesliga,FC Augsburg,Right ,D (C),190,78,18,15500.0,"2,800",Physical
2000197167,Peter Reinhardt,23/1/2005 ,GER,Bundesliga,VfB Stuttgart,Right ,DM,182,69,17,12000.0,"2,800",Technical
2000194545,Lukas Stridde,19/5/2005 ,GER,Bundesliga 2,Magdeburg,Left,D (C),182,69,17,29500.0,275,Intelligent
2000193614,Laurent Hertle,5/1/2005 ,GER,Bundesliga 2,Fürth,Right,ST (C),179,68,17,5000.0,275,Physical
2000072536,Bennet Kluge,5/2/2003 ,GER,Bundesliga 2,Magdeburg,Right ,"DM, M (C)",177,69,19,0,N/A,Intelligent
2000197350,Paul Siegers,4/9/2004 ,GER,Bundesliga,Hoffenheim,Right ,GK,180,64,17,50000.0,"2,800",Shot Stopper
2000197139,Nathan Mouly,19/3/2004 ,FRA,Bundesliga,FC Augsburg,Right ,D (R),174,65,18,24500.0,"2,800",Physical
2000134692,Jaaso Jantunen,31/1/2005 ,FIN,Bundesliga,SC Freiburg,Right,GK,196,78,17,99000.0,275,Shot Stopper
2000196176,Luca Köster,21/6/2005 ,GER,3. Liga,SV Meppen,Left ,M/AM (L),174,64,17,0,"1,500",Technical
2000197396,A. Kölle,28/4/2006 ,GER,Bundesliga 2,Heidenheim,Right ,D (C),182,72,16,5000.0,275,Intelligent
2000197143,Luis Hoti,26/4/2004 ,KOS,Bundesliga,FC Augsburg,Right ,M (C),190,76,18,24500.0,"2,800",Technical
2000196627,Talha Evler,20/7/2005 ,GER,3. Liga,RW Essen,Left ,AM (L),172,59,16,1000.0,275,Leader
2000194085,Noah Engelbreth,12/6/2005 ,GER,Bundesliga,Union Berlin,Right ,M (C),182,71,17,15000.0,275,Physical
2000196761,Levin Delli Liuni,19/7/2005 ,GER,Bundesliga 2,Paderborn,Right ,"DM, M (C)",182,67,16,23500.0,275,Technical
2000196898,Melfraxave Chuisse,7/5/2005 ,CMR,Bundesliga 2,Düsseldorf,Left ,AM (R),177,64,17,11000.0,"1,700",Leader
2000194688,Jonathan Beckert,10/5/2005 ,GER,Bundesliga,SV Werder,Right ,ST (C),184,73,17,32500.0,"2,800",Physical
2000196983,Moritz Baum,28/5/2004 ,GER,3. Liga,SC Verl,Left ,D/WB (L),179,69,18,0,"1,500",Physical
2000196986,Nils Laubinger,19/1/2004 ,GER,3. Liga,SC Verl,Right ,GK,181,70,18,0,"1,500",Assertive
2000197327,David Schoppner,30/5/2005 ,GER,Bundesliga,SC Freiburg,Left,D/WB/M (L),198,83,17,15500.0,"2,800",Physical
2000194081,Timon Kramer,22/7/2005 ,GER,Bundesliga,Union Berlin,Right ,AM (R),179,63,16,0,275,Leader
2000197081,Jeremiah Dosi,10/2/2005 ,GER,3. Liga,1860 München,Left ,AM (L),158,55,17,30000.0,"1,500",Leader
2000197404,Noah Neff,11/7/2005 ,GER,Bundesliga 2,Heidenheim,Left ,ST (C),183,65,16,4000.0,275,Physical
2000197340,Marco Wörner,25/9/2004 ,GER,Bundesliga,SC Freiburg,Right ,AM (C),186,71,17,27500.0,"2,800",Creative
2000193613,Kay Ramthun,20/3/2005 ,GER,Bundesliga 2,Fürth,Right ,ST (C),176,62,17,22500.0,275,Physical
2000196530,Leon Schübel,5/2/2004 ,GER,3. Liga,MSV Duisburg,Right ,ST (C),189,75,18,4000.0,"1,500",Physical
2000196121,Colin Stähler,2/7/2005 ,GER,Bundesliga 2,Hannover,Right,GK,186,70,16,20000.0,275,Assertive
2000196757,Felix Brinkmann,21/8/2005 ,GER,Bundesliga 2,Paderborn,Right,WB (L),170,58,16,33000.0,275,Physical
2000197047,Luis Dettling,2/1/2005 ,GER,Bundesliga 2,KSC,Left ,M (L),179,67,17,2750.0,"1,700",Physical
2000197056,Firat Alpsoy,12/7/2005 ,TUR,Bundesliga 2,KSC,Right ,AM (R),178,63,16,8000.0,275,Physical
2000194080,Benjamin Hoffmann,8/7/2005 ,GER,Bundesliga,Union Berlin,Right ,ST (C),181,66,16,13000.0,275,Physical
2000197067,Fabien Ngounou Djayo,4/2/2005 ,GER,3. Liga,1860 München,Right ,D (C),187,72,17,16500.0,"1,500",Physical
2000196764,Marten Brink,18/4/2005 ,GER,Bundesliga 2,Paderborn,Right ,GK,181,66,17,4500.0,"1,700",Assertive
2000197240,Elias Breir,3/4/2005 ,GER,Bundesliga,Eintracht Frankfurt,Right ,M (C),172,63,17,66000.0,"2,800",Leader
2000193615,Kenan Aydın,2/10/2004 ,GER,Bundesliga 2,Fürth,Right ,M (R),175,62,17,11000.0,"1,800",Creative
2000197126,Karlo Karaula,31/1/2005 ,GER,Bundesliga,FC Augsburg,Right ,AM (C),177,64,17,30000.0,"2,800",Physical
2000202035,Moritz Ruffing,10/6/2005 ,GER,Bundesliga 2,Magdeburg,Right ,D (C),190,80,17,500.0,275,Physical
2000196161,Malte Zumdieck,25/2/2005 ,GER,3. Liga,SV Meppen,Right ,D (C),173,63,17,0,"1,500",Physical
2000196170,Samuel Schönfelder,20/1/2005 ,GER,3. Liga,SV Meppen,Right,D (C),189,78,17,3500.0,"1,500",Physical
2000197496,Enrique Bösl,7/2/2004 ,GER,3. Liga,FC Ingolstadt 04,Right ,GK,196,82,18,5000.0,"1,500",Assertive
2000194572,Valentin Masuth,9/2/2005 ,GER,Bundesliga 2,Magdeburg,Right ,"DM, M (C)",172,61,17,5000.0,275,Leader
2000197488,Valentin Hoti,16/2/2004 ,KOS,3. Liga,FC Ingolstadt 04,Right,M (C),185,74,18,4500.0,"1,500",Leader
2000197380,Denis Perrone,19/10/2004 ,GER,Bundesliga,Hoffenheim,Right ,AM (C),176,63,17,47500.0,"2,800",Technical
2000197374,Diren Dağdeviren,8/3/2005 ,TUR,Bundesliga,Hoffenheim,Right ,DM,181,72,17,93000.0,"2,800",Physical
2000197232,Luke Gauer,28/5/2005 ,GER,Bundesliga,Eintracht Frankfurt,Right,GK,186,74,17,71000.0,"2,800",Shot Stopper
2000193608,Tim Bairlein,29/4/2005 ,GER,Bundesliga 2,Fürth,Right ,"DM, M (C)",162,55,17,7000.0,275,Technical
2000197241,Arno Schumacher,10/6/2005 ,GER,Bundesliga,Eintracht Frankfurt,Right ,M (C),177,66,17,100000.0,"2,800",Physical
2000197220,Lennard Stockinger,11/7/2005 ,GER,Bundesliga 2,Nürnberg,Left ,D (L),167,56,16,11000.0,275,Physical
2000193992,Mamy Condé,29/6/2004 ,GER,Bundesliga 2,Magdeburg,Right ,"D (C), DM",190,78,17,3000.0,"1,800",Technical
2000194084,Linus Jurschik,17/10/2005 ,GER,Bundesliga,Union Berlin,Left ,"AM (L), ST (C)",175,64,16,8000.0,275,Technical
