df1,df2,match
eafc_8507,tm_2135,True
eafc_5275,tm_6971,True
eafc_9417,tm_3874,True
eafc_4413,tm_5370,True
eafc_1003,tm_5792,True
eafc_2509,tm_9962,True
eafc_2950,tm_10468,True
eafc_2498,tm_2463,True
eafc_8731,tm_3715,True
eafc_5337,tm_10652,True
eafc_2891,tm_7426,True
eafc_8435,tm_8343,True
eafc_5398,tm_4897,True
eafc_5049,tm_7756,True
eafc_7870,tm_6669,True
eafc_10370,tm_1686,True
eafc_1398,tm_7248,True
eafc_5132,tm_3722,True
eafc_8963,tm_5490,True
eafc_10618,tm_7901,True
eafc_10382,tm_8331,True
eafc_1424,tm_3347,True
eafc_9131,tm_1241,True
eafc_7867,tm_9077,True
eafc_3317,tm_6423,True
eafc_4728,tm_10544,True
eafc_8660,tm_10733,True
eafc_7277,tm_7815,True
eafc_6169,tm_4814,True
eafc_2655,tm_1976,True
eafc_5147,tm_9928,True
eafc_4562,tm_10535,True
eafc_8058,tm_5539,True
eafc_1039,tm_6309,True
eafc_2454,tm_2219,True
eafc_9620,tm_8298,True
eafc_1543,tm_10478,True
eafc_3732,tm_1541,True
eafc_7390,tm_3676,True
eafc_8182,tm_9977,True
eafc_3375,tm_10623,True
eafc_3576,tm_10782,True
eafc_1450,tm_3788,True
eafc_9466,tm_3709,True
eafc_2713,tm_2556,True
eafc_3534,tm_7768,True
eafc_8798,tm_9758,True
eafc_2406,tm_3591,True
eafc_2803,tm_10120,True
eafc_10883,tm_8426,True
eafc_8310,tm_8601,True
eafc_7094,tm_8241,True
eafc_7959,tm_3513,True
eafc_6259,tm_7834,True
eafc_3771,tm_8033,True
eafc_5450,tm_3572,True
eafc_4573,tm_1463,True
eafc_1592,tm_7198,True
eafc_3638,tm_1272,True
eafc_2530,tm_4582,True
eafc_5902,tm_10323,True
eafc_7918,tm_4205,True
eafc_7498,tm_4163,True
eafc_10316,tm_4663,True
eafc_5649,tm_6161,True
eafc_9655,tm_5032,True
eafc_8282,tm_3437,True
eafc_3791,tm_8127,True
eafc_11085,tm_8702,True
eafc_6680,tm_4261,True
eafc_2703,tm_4057,True
eafc_1367,tm_6192,True
eafc_8145,tm_1509,True
eafc_3927,tm_8880,True
eafc_5900,tm_1552,True
eafc_7179,tm_4014,True
eafc_8755,tm_2399,True
eafc_5149,tm_1412,True
eafc_7557,tm_4000,True
eafc_5509,tm_8625,True
eafc_5053,tm_10361,True
eafc_10197,tm_8861,True
eafc_2740,tm_1357,True
eafc_8763,tm_3656,True
eafc_6605,tm_2098,True
eafc_1932,tm_4526,True
eafc_10920,tm_2761,True
eafc_5560,tm_4580,True
eafc_6573,tm_7635,True
eafc_2793,tm_1290,True
eafc_6098,tm_10279,True
eafc_9396,tm_3514,True
eafc_9351,tm_8787,True
eafc_4541,tm_4186,True
eafc_11028,tm_5562,True
eafc_2718,tm_10106,True
eafc_4919,tm_6883,True
eafc_8782,tm_10499,True
eafc_9890,tm_7672,True
eafc_3344,tm_7721,True
eafc_1582,tm_7654,True
eafc_1407,tm_6788,True
eafc_7464,tm_3389,True
eafc_6795,tm_10631,True
eafc_4460,tm_1597,True
eafc_3855,tm_4323,True
eafc_11244,tm_8871,True
eafc_3664,tm_8872,True
eafc_9446,tm_1875,True
eafc_9538,tm_2539,True
eafc_1694,tm_7984,True
eafc_2593,tm_10742,True
eafc_7984,tm_10202,True
eafc_4746,tm_1360,True
eafc_5441,tm_9768,True
eafc_7181,tm_7684,True
eafc_10256,tm_1361,True
eafc_2669,tm_4437,True
eafc_7768,tm_9108,True
eafc_1033,tm_1613,True
eafc_1852,tm_6449,True
eafc_6858,tm_7746,True
eafc_9157,tm_6382,True
eafc_10009,tm_5954,True
eafc_6639,tm_7711,True
eafc_2245,tm_7663,True
eafc_2536,tm_6118,True
eafc_2022,tm_4329,True
eafc_1399,tm_10497,True
eafc_9354,tm_4220,True
eafc_6566,tm_5605,True
eafc_4817,tm_10486,True
eafc_9790,tm_1393,True
eafc_7532,tm_1566,True
eafc_7977,tm_8396,True
eafc_10414,tm_3966,True
eafc_2453,tm_6110,True
eafc_3609,tm_9736,True
eafc_6872,tm_4707,True
eafc_1952,tm_6724,True
eafc_1014,tm_2119,True
eafc_8812,tm_7412,True
eafc_9144,tm_3523,True
eafc_2941,tm_6671,False
eafc_9521,tm_4962,True
eafc_5162,tm_4222,True
eafc_10579,tm_9142,True
eafc_9307,tm_9830,True
eafc_1673,tm_9799,True
eafc_2691,tm_2585,True
eafc_9729,tm_8506,True
eafc_3628,tm_7847,True
eafc_1259,tm_9995,True
eafc_7529,tm_1032,True
eafc_7273,tm_5589,True
eafc_1426,tm_8638,True
eafc_4404,tm_10138,True
eafc_5193,tm_3543,True
eafc_8716,tm_7474,True
eafc_3252,tm_5519,True
eafc_5367,tm_6191,True
eafc_6664,tm_5169,True
eafc_6070,tm_10182,True
eafc_9544,tm_10421,True
eafc_7705,tm_4334,True
eafc_10399,tm_1760,True
eafc_7915,tm_6178,True
eafc_3611,tm_4566,True
eafc_10255,tm_1419,True
eafc_1318,tm_3629,True
eafc_6559,tm_1589,True
eafc_9385,tm_5604,True
eafc_1035,tm_7009,True
eafc_8395,tm_1303,True
eafc_2383,tm_9823,True
eafc_6702,tm_5184,True
eafc_6833,tm_7032,True
eafc_3614,tm_9731,True
eafc_2368,tm_3617,True
eafc_9422,tm_8697,True
eafc_2393,tm_8819,True
eafc_9739,tm_4356,True
eafc_6683,tm_1401,True
eafc_5075,tm_5265,True
eafc_2254,tm_10618,True
eafc_8910,tm_7517,True
eafc_1304,tm_7283,True
eafc_8095,tm_10406,True
eafc_9165,tm_8046,True
eafc_7018,tm_4772,True
eafc_5767,tm_6694,True
eafc_4652,tm_10265,True
eafc_9750,tm_1620,True
eafc_9921,tm_8968,True
eafc_1960,tm_7120,True
eafc_1765,tm_3520,True
eafc_10145,tm_2706,True
eafc_5354,tm_6044,True
eafc_4891,tm_10345,True
eafc_1563,tm_7448,True
eafc_10386,tm_7762,True
eafc_1321,tm_6157,True
eafc_4857,tm_1832,True
eafc_5995,tm_3951,True
eafc_3519,tm_6154,True
eafc_2142,tm_9014,True
eafc_4842,tm_8681,True
eafc_9575,tm_6494,True
eafc_2355,tm_2350,True
eafc_1967,tm_7176,True
eafc_8300,tm_4462,True
eafc_3391,tm_8264,True
eafc_5372,tm_2310,True
eafc_6218,tm_8022,True
eafc_9336,tm_6388,True
eafc_10135,tm_8574,True
eafc_2877,tm_10217,True
eafc_2576,tm_4270,True
eafc_1518,tm_1985,True
eafc_6064,tm_8269,True
eafc_8255,tm_10228,True
eafc_8958,tm_10393,True
eafc_9118,tm_9860,True
eafc_7874,tm_2130,True
eafc_7838,tm_1297,True
eafc_8258,tm_1893,True
eafc_2149,tm_1962,True
eafc_2650,tm_10373,True
eafc_7429,tm_1151,True
eafc_7590,tm_10250,True
eafc_9833,tm_6447,True
eafc_1747,tm_8812,True
eafc_10702,tm_4692,True
eafc_9290,tm_1899,True
eafc_9060,tm_9956,True
eafc_4780,tm_8302,True
eafc_1119,tm_5734,True
eafc_4527,tm_9853,True
eafc_5216,tm_7862,True
eafc_1483,tm_8365,True
eafc_6028,tm_1191,True
eafc_10939,tm_8529,True
eafc_6062,tm_10313,True
eafc_9309,tm_5638,True
eafc_6006,tm_10184,True
eafc_6993,tm_6099,True
eafc_5826,tm_9327,True
eafc_1080,tm_6204,True
eafc_6850,tm_10287,True
eafc_10549,tm_9153,True
eafc_6049,tm_5247,True
eafc_7308,tm_5544,True
eafc_3020,tm_8181,True
eafc_7037,tm_1742,True
eafc_6144,tm_6440,True
eafc_8887,tm_4119,True
eafc_7255,tm_8695,True
eafc_3167,tm_2548,True
eafc_4643,tm_1649,True
eafc_5952,tm_7884,True
eafc_1265,tm_1430,True
eafc_1608,tm_4260,True
eafc_8243,tm_5276,True
eafc_5464,tm_10151,True
eafc_2595,tm_2710,True
eafc_6739,tm_7342,True
eafc_2984,tm_4919,True
eafc_3287,tm_1690,True
eafc_9142,tm_1924,True
eafc_10507,tm_3761,True
eafc_8220,tm_5806,True
eafc_4860,tm_10280,True
eafc_4785,tm_10850,True
eafc_7006,tm_4267,True
eafc_3232,tm_10779,True
eafc_3613,tm_5669,True
eafc_1457,tm_8825,True
eafc_6698,tm_1204,True
eafc_10420,tm_2055,True
eafc_1883,tm_10065,True
eafc_6856,tm_7935,True
eafc_1927,tm_9975,True
eafc_2983,tm_10058,True
eafc_6254,tm_5114,True
eafc_1360,tm_3850,True
eafc_9497,tm_10416,True
eafc_7715,tm_5573,True
eafc_10940,tm_8272,True
eafc_7561,tm_2032,True
eafc_3128,tm_5473,True
eafc_10801,tm_2770,True
eafc_6729,tm_8250,True
eafc_3554,tm_5655,True
eafc_2087,tm_6701,True
eafc_2194,tm_1246,True
eafc_1774,tm_10664,True
eafc_9384,tm_7831,True
eafc_10749,tm_8098,True
eafc_5726,tm_4062,True
eafc_7393,tm_3545,True
eafc_10736,tm_2708,True
eafc_2277,tm_6016,True
eafc_2195,tm_5795,True
eafc_6831,tm_8402,True
eafc_1427,tm_1062,True
eafc_1251,tm_4147,True
eafc_4540,tm_4091,True
eafc_7379,tm_10272,True
eafc_1439,tm_10027,True
eafc_2523,tm_8320,True
eafc_7001,tm_10712,True
eafc_3319,tm_5611,True
eafc_5824,tm_6169,True
eafc_8046,tm_10050,True
eafc_4387,tm_7323,True
eafc_1914,tm_10257,True
eafc_4617,tm_4055,True
eafc_3245,tm_3855,True
eafc_3813,tm_9676,True
eafc_9024,tm_3686,True
eafc_10739,tm_9017,True
eafc_9366,tm_7771,True
eafc_6696,tm_1606,True
eafc_5475,tm_3639,True
eafc_2562,tm_8270,True
eafc_2284,tm_4308,True
eafc_9314,tm_8956,True
eafc_6882,tm_8568,True
eafc_10314,tm_1143,True
eafc_10554,tm_4052,True
eafc_1839,tm_4213,True
eafc_11482,tm_2925,True
eafc_1958,tm_4621,True
eafc_10056,tm_1313,True
eafc_5983,tm_3987,True
eafc_7206,tm_9901,True
eafc_2056,tm_3578,True
eafc_1315,tm_9834,True
eafc_3816,tm_9996,True
eafc_7260,tm_9945,True
eafc_8688,tm_8156,True
eafc_4946,tm_8924,True
eafc_7821,tm_6156,True
eafc_1500,tm_10010,True
eafc_9585,tm_4978,True
eafc_9719,tm_5338,True
eafc_6396,tm_7445,True
eafc_2121,tm_9070,True
eafc_6695,tm_1036,True
eafc_8933,tm_6682,True
eafc_1335,tm_10360,True
eafc_7435,tm_5549,True
eafc_7673,tm_1271,True
eafc_9274,tm_1007,True
eafc_11067,tm_4616,True
eafc_8061,tm_1725,True
eafc_9405,tm_1299,True
eafc_5336,tm_1932,True
eafc_4570,tm_10482,True
eafc_1047,tm_7087,True
eafc_7859,tm_8671,True
eafc_9414,tm_3683,True
eafc_6553,tm_4022,True
eafc_6825,tm_9849,True
eafc_6215,tm_8602,True
eafc_2758,tm_7376,True
eafc_5315,tm_10472,True
eafc_4547,tm_10097,True
eafc_7302,tm_9974,True
eafc_2479,tm_2547,True
eafc_11159,tm_7940,True
eafc_7442,tm_10035,True
eafc_11194,tm_8615,True
eafc_4898,tm_9217,True
eafc_5480,tm_10558,True
eafc_7725,tm_7722,True
eafc_5972,tm_2244,True
eafc_8160,tm_9319,True
eafc_2501,tm_3377,True
eafc_8198,tm_6979,False
eafc_2608,tm_3419,True
eafc_7170,tm_9940,False
eafc_8213,tm_3147,False
eafc_8839,tm_8325,False
eafc_3523,tm_2521,True
eafc_8073,tm_7685,False
eafc_11578,tm_2973,False
eafc_11415,tm_2928,False
eafc_10677,tm_7345,False
eafc_11305,tm_3029,False
eafc_2145,tm_8707,False
eafc_11544,tm_2853,True
eafc_11658,tm_2983,True
eafc_11395,tm_2829,True
eafc_11324,tm_4647,False
eafc_11649,tm_3025,True
eafc_7951,tm_6913,False
eafc_11517,tm_2979,True
eafc_11391,tm_5038,False
eafc_11340,tm_2955,False
eafc_4058,tm_6637,False
eafc_7592,tm_7371,False
eafc_10682,tm_5202,False
eafc_8960,tm_9471,False
eafc_10709,tm_1958,False
eafc_5394,tm_2243,True
eafc_10330,tm_8088,True
eafc_8086,tm_1328,False
eafc_2180,tm_5462,False
eafc_4329,tm_4258,True
eafc_5453,tm_10299,False
eafc_11459,tm_7301,False
eafc_10194,tm_4127,False
eafc_9383,tm_3811,False
eafc_11529,tm_2821,True
eafc_11698,tm_3317,True
eafc_11282,tm_2957,True
eafc_9708,tm_7077,False
eafc_11645,tm_1064,False
eafc_11630,tm_3138,True
eafc_11601,tm_9887,False
eafc_10770,tm_4607,False
eafc_8289,tm_2101,False
eafc_11394,tm_2890,False
eafc_4070,tm_6741,False
eafc_9956,tm_6775,False
eafc_6960,tm_10760,False
eafc_11489,tm_6692,False
eafc_4143,tm_9407,False
eafc_9998,tm_7749,False
eafc_4208,tm_4605,False
eafc_11132,tm_6745,False
eafc_10842,tm_8451,False
eafc_4231,tm_2634,False
eafc_11128,tm_9451,False
eafc_10142,tm_2267,False
eafc_6267,tm_8954,False
eafc_11511,tm_3364,False
eafc_4095,tm_3937,False
eafc_4937,tm_10042,False
eafc_4210,tm_4849,False
eafc_4187,tm_1993,False
eafc_11535,tm_5477,False
eafc_9874,tm_10179,False
eafc_11575,tm_2844,False
eafc_11648,tm_3013,False
eafc_10454,tm_2295,False
eafc_4668,tm_7481,False
eafc_11349,tm_2952,False
eafc_4027,tm_6387,False
eafc_8601,tm_6897,False
eafc_4991,tm_9030,False
eafc_6932,tm_9929,False
eafc_7717,tm_7613,False
eafc_8764,tm_9040,False
eafc_4206,tm_2584,False
eafc_4131,tm_9689,False
eafc_11481,tm_8274,False
eafc_11434,tm_3061,False
eafc_7831,tm_10610,False
eafc_4265,tm_2941,False
eafc_10885,tm_5205,False
eafc_7067,tm_2431,True
eafc_10071,tm_1162,False
eafc_10389,tm_1174,False
eafc_4090,tm_9217,False
eafc_4254,tm_2941,False
eafc_4834,tm_2697,False
eafc_10295,tm_7498,False
eafc_8263,tm_4339,False
eafc_4139,tm_5835,False
eafc_10031,tm_9630,False
eafc_11410,tm_3237,False
eafc_8391,tm_1131,False
eafc_7098,tm_4537,False
eafc_10116,tm_6363,False
eafc_11687,tm_3280,False
eafc_11533,tm_3145,False
eafc_7651,tm_6191,False
eafc_10408,tm_8367,False
eafc_4989,tm_9445,False
eafc_4118,tm_9217,False
eafc_8932,tm_4481,False
eafc_4133,tm_5817,False
eafc_8691,tm_4029,False
eafc_9976,tm_6152,False
eafc_4043,tm_5969,False
eafc_10335,tm_1187,False
eafc_10480,tm_3659,False
eafc_4181,tm_1550,False
eafc_4077,tm_9132,False
eafc_6270,tm_1601,False
eafc_4169,tm_9412,False
eafc_8080,tm_4235,False
eafc_7188,tm_3137,False
eafc_9735,tm_7797,False
eafc_4031,tm_8533,False
eafc_4154,tm_1448,False
eafc_4148,tm_7198,False
eafc_4050,tm_2929,False
eafc_11225,tm_5308,False
eafc_11460,tm_8112,False
eafc_4038,tm_9217,False
eafc_10843,tm_9806,False
eafc_7489,tm_1913,False
eafc_9835,tm_9408,False
eafc_8191,tm_7006,False
eafc_4061,tm_6325,False
eafc_11385,tm_2903,False
eafc_9294,tm_4262,False
eafc_1733,tm_2661,False
eafc_8799,tm_10207,False
eafc_7205,tm_1141,False
eafc_7427,tm_9302,False
eafc_10483,tm_8640,False
eafc_9391,tm_2209,False
eafc_6143,tm_3840,False
eafc_11337,tm_2991,False
eafc_9796,tm_4209,False
eafc_11315,tm_6931,False
eafc_4059,tm_2584,False
eafc_3340,tm_7555,False
eafc_6365,tm_8915,False
eafc_10261,tm_4348,False
eafc_4859,tm_9899,False
eafc_4123,tm_2584,False
eafc_5439,tm_6080,False
eafc_10346,tm_5652,False
fm_17598,eafc_4042,False
fm_13034,eafc_4019,False
fm_10527,eafc_10886,False
fm_10750,eafc_11329,False
fm_11141,eafc_11391,False
fm_3622,eafc_7931,False
fm_16352,eafc_7083,True
fm_11154,eafc_11654,False
fm_7153,eafc_10003,False
fm_4429,eafc_10959,False
fm_1733,eafc_3525,False
fm_9973,eafc_10813,False
fm_3519,eafc_7236,False
fm_8301,eafc_7846,False
fm_16117,eafc_6990,False
fm_12840,eafc_8977,False
fm_5548,eafc_5209,False
fm_16470,eafc_2120,False
fm_12630,eafc_8198,False
fm_4402,eafc_7343,False
fm_16701,eafc_9247,False
fm_7113,eafc_2302,False
fm_12747,eafc_7675,False
fm_12550,eafc_11044,False
fm_3973,eafc_6192,False
fm_8978,eafc_8958,False
fm_13302,eafc_8001,False
fm_7347,eafc_10993,False
fm_16518,eafc_9799,False
fm_1361,eafc_9483,False
fm_16669,eafc_3277,False
fm_17959,eafc_1194,False
fm_11228,eafc_11367,False
fm_17602,eafc_2584,False
fm_18294,eafc_11128,False
fm_15772,eafc_3047,False
fm_16564,eafc_10969,False
fm_11484,eafc_6297,True
fm_3267,eafc_7129,False
fm_17174,eafc_9806,False
fm_7601,eafc_6495,False
fm_4445,eafc_11057,False
fm_10785,eafc_11486,False
fm_11224,eafc_11610,False
fm_11764,eafc_11342,False
fm_12289,eafc_10181,False
fm_2710,eafc_8821,False
fm_16639,eafc_8746,False
fm_13542,eafc_7927,False
fm_13319,eafc_10071,False
fm_4298,eafc_9204,False
fm_4646,eafc_9688,False
fm_17995,eafc_7674,False
fm_18117,eafc_6285,False
fm_10843,eafc_9080,False
fm_5560,eafc_9843,False
fm_5715,eafc_10703,False
fm_16337,eafc_8760,False
fm_10468,eafc_5885,True
fm_10957,eafc_11349,False
fm_1099,eafc_7320,True
fm_6923,eafc_7264,True
fm_3830,eafc_10041,False
fm_10925,eafc_11713,False
fm_10660,eafc_10557,False
fm_4889,eafc_10412,False
fm_15789,eafc_10914,False
fm_1290,eafc_6720,True
fm_7323,eafc_8180,False
fm_16671,eafc_10943,False
fm_10896,eafc_8971,False
fm_14212,eafc_3410,False
fm_15206,eafc_8641,False
fm_16455,eafc_11045,False
fm_12831,eafc_7203,True
fm_18233,eafc_5851,False
fm_17326,eafc_6444,False
fm_10393,eafc_11460,False
fm_7149,eafc_9789,False
fm_7306,eafc_9946,True
fm_9570,eafc_2144,True
fm_11753,eafc_6611,True
fm_1450,eafc_9114,True
fm_10545,eafc_11374,False
fm_13899,eafc_6569,False
fm_17875,eafc_11106,False
fm_13776,eafc_10054,False
fm_2730,eafc_4806,True
fm_10604,eafc_11342,False
fm_13998,eafc_10828,False
fm_16755,eafc_10137,True
fm_5977,eafc_10925,False
fm_7423,eafc_10051,True
fm_13493,eafc_7534,False
fm_14905,eafc_3075,True
fm_12295,eafc_6797,False
fm_12242,eafc_6833,True
fm_16510,eafc_9626,True
fm_14624,eafc_5593,True
fm_9607,eafc_6351,True
fm_16458,eafc_9692,True
fm_14061,eafc_11128,False
fm_3641,eafc_8018,True
fm_1937,eafc_4771,True
fm_15338,eafc_1401,True
fm_15835,eafc_3845,True
fm_16389,eafc_3698,True
fm_14651,eafc_1740,True
fm_10855,eafc_11705,False
fm_10564,eafc_11431,False
fm_16995,eafc_3685,False
fm_6896,eafc_9346,True
fm_10185,eafc_7527,False
fm_14294,eafc_6674,False
fm_10034,eafc_3913,False
fm_6412,eafc_3595,True
fm_9873,eafc_9389,True
fm_15362,eafc_6872,True
fm_1059,eafc_1196,True
fm_6361,eafc_5954,True
fm_10919,eafc_11625,True
fm_15010,eafc_9087,False
fm_9195,eafc_11055,False
fm_16052,eafc_5355,True
fm_15097,eafc_2711,True
fm_1928,eafc_6374,True
fm_10303,eafc_3070,True
fm_2355,eafc_5483,True
fm_2065,eafc_6446,True
fm_1101,eafc_1420,True
fm_6535,eafc_8936,True
fm_6667,eafc_3323,True
fm_15885,eafc_9483,True
fm_11496,eafc_3300,True
fm_15167,eafc_9726,True
fm_11513,eafc_5123,True
fm_15839,eafc_4585,True
fm_14434,eafc_3008,True
fm_16971,eafc_9393,True
fm_7572,eafc_11043,True
fm_15957,eafc_1201,True
fm_6805,eafc_2140,True
fm_15542,eafc_2511,True
fm_12567,eafc_8168,True
fm_2261,eafc_1574,True
fm_2470,eafc_5840,True
fm_9372,eafc_1581,True
fm_11368,eafc_3709,True
fm_9950,eafc_6888,True
fm_14948,eafc_4618,True
fm_15553,eafc_4005,True
fm_1621,eafc_9265,True
fm_15919,eafc_9903,True
fm_1003,eafc_1069,True
fm_1970,eafc_6379,True
fm_16588,eafc_7684,True
fm_17933,eafc_8448,False
fm_11567,eafc_4931,True
fm_2981,eafc_7322,True
fm_16788,eafc_8133,True
fm_3319,eafc_6053,True
fm_9606,eafc_10118,False
fm_16332,eafc_9408,True
fm_4545,eafc_8610,True
fm_1431,eafc_7584,True
fm_12492,eafc_9368,True
fm_14587,eafc_2113,True
fm_3270,eafc_8093,True
fm_16264,eafc_7073,True
fm_11384,eafc_6133,True
fm_12110,eafc_7880,True
fm_1123,eafc_3259,True
fm_6222,eafc_3335,True
fm_12304,eafc_8684,True
fm_16244,eafc_5800,True
fm_15080,eafc_3021,True
fm_11255,eafc_2867,True
fm_9440,eafc_4921,True
fm_6194,eafc_2491,True
fm_2121,eafc_1161,True
fm_1900,eafc_6230,True
fm_6549,eafc_5175,True
fm_11316,eafc_1936,True
fm_6227,eafc_2532,True
fm_6936,eafc_9037,True
fm_9642,eafc_9515,True
fm_6903,eafc_9598,True
fm_11868,eafc_2509,True
fm_14441,eafc_1965,True
fm_1795,eafc_5652,True
fm_11897,eafc_2541,True
fm_9731,eafc_6045,True
fm_6245,eafc_1487,True
fm_10128,eafc_11347,True
fm_8200,eafc_9922,True
fm_3184,eafc_9435,True
fm_6566,eafc_3099,True
fm_12524,eafc_9684,True
fm_6942,eafc_7921,True
fm_11498,eafc_5042,True
fm_6732,eafc_9299,True
fm_12405,eafc_6360,True
fm_12054,eafc_4887,True
fm_16093,eafc_2666,True
fm_12573,eafc_9744,True
fm_9630,eafc_3493,True
fm_1047,eafc_3608,True
fm_3025,eafc_7588,True
fm_16081,eafc_2621,True
fm_9470,eafc_7277,True
fm_11950,eafc_8182,True
fm_6771,eafc_3347,True
fm_16380,eafc_6924,True
fm_6612,eafc_6237,True
fm_2039,eafc_4695,True
fm_16225,eafc_8105,True
fm_1960,eafc_5877,True
fm_3054,eafc_8371,True
fm_16208,eafc_6921,True
fm_15934,eafc_8650,True
fm_10392,eafc_11672,True
fm_3039,eafc_3733,True
fm_10096,eafc_3193,True
fm_2783,eafc_6009,True
fm_3250,eafc_2313,True
fm_13396,eafc_9908,True
fm_14531,eafc_4919,True
fm_9500,eafc_5532,True
fm_4099,eafc_8574,True
fm_6139,eafc_3703,True
fm_9910,eafc_11209,True
fm_11780,eafc_2551,True
fm_1980,eafc_1593,True
fm_6763,eafc_5670,True
fm_6841,eafc_4498,True
fm_1907,eafc_6689,True
fm_11481,eafc_4331,True
fm_10073,eafc_4830,True
fm_15332,eafc_7835,True
fm_6165,eafc_1852,True
fm_1346,eafc_5264,True
fm_6981,eafc_7768,True
fm_1828,eafc_2245,True
fm_6748,eafc_8108,True
fm_9768,eafc_8766,True
fm_12034,eafc_2661,True
fm_6572,eafc_3683,True
fm_2358,eafc_5937,True
fm_6743,eafc_9348,True
fm_2056,eafc_1982,True
fm_3238,eafc_4724,True
fm_4000,eafc_3381,True
fm_10038,eafc_1232,True
fm_11280,eafc_5719,True
fm_9673,eafc_4620,True
fm_11815,eafc_7349,True
fm_4609,eafc_8372,True
fm_2580,eafc_1942,True
fm_16306,eafc_6324,True
fm_14674,eafc_5659,True
fm_17140,eafc_10422,True
fm_1196,eafc_4610,True
fm_3861,eafc_5027,True
fm_16408,eafc_3631,True
fm_6766,eafc_7172,True
fm_16359,eafc_9729,True
fm_2328,eafc_6618,True
fm_3051,eafc_8216,True
fm_1169,eafc_2977,True
fm_9493,eafc_8041,True
fm_15598,eafc_3130,True
fm_5193,eafc_8327,True
fm_6843,eafc_9332,True
fm_2606,eafc_5187,True
fm_11628,eafc_1074,True
fm_6309,eafc_3014,True
fm_6211,eafc_1321,True
fm_3751,eafc_6895,True
fm_15711,eafc_6521,True
fm_1884,eafc_2588,True
fm_15785,eafc_7270,True
fm_6099,eafc_5277,True
fm_6859,eafc_1800,True
fm_11735,eafc_1969,True
fm_12078,eafc_4492,True
fm_9743,eafc_1902,True
fm_16204,eafc_5178,True
fm_6711,eafc_6480,True
fm_11546,eafc_4580,True
fm_7177,eafc_6032,True
fm_1424,eafc_3048,True
fm_2862,eafc_7174,True
fm_1137,eafc_6366,True
fm_13053,eafc_8828,True
fm_1485,eafc_9790,True
fm_16097,eafc_6035,True
fm_2042,eafc_6234,True
fm_9509,eafc_6095,True
fm_14782,eafc_4998,True
fm_7072,eafc_8946,True
fm_14136,eafc_1296,True
fm_3771,eafc_8578,True
fm_12342,eafc_2045,True
fm_3534,eafc_4785,True
fm_2570,eafc_5253,True
fm_14498,eafc_7023,True
fm_2097,eafc_3178,True
fm_2397,eafc_8153,True
fm_3712,eafc_8844,True
fm_6610,eafc_2211,True
fm_4595,eafc_9310,True
fm_9899,eafc_9894,True
fm_3878,eafc_5490,True
fm_14356,eafc_4602,True
fm_2002,eafc_1251,True
fm_6933,eafc_4804,True
fm_11713,eafc_1540,True
fm_2694,eafc_8026,True
fm_16067,eafc_5576,True
fm_3420,eafc_4642,True
fm_3277,eafc_1705,True
fm_2208,eafc_4617,True
fm_16651,eafc_7961,True
fm_6168,eafc_3414,True
fm_11318,eafc_3179,True
fm_2632,eafc_3081,True
fm_2020,eafc_3249,True
fm_11351,eafc_5036,True
fm_6157,eafc_3074,True
fm_1878,eafc_5060,True
fm_3478,eafc_9992,True
fm_3445,eafc_4560,True
fm_14372,eafc_3184,True
fm_1708,eafc_9123,True
fm_1744,eafc_9152,True
fm_3095,eafc_3526,True
fm_7178,eafc_10002,True
fm_1217,eafc_3208,True
fm_6422,eafc_5378,True
fm_15330,eafc_4776,True
fm_5475,eafc_10992,True
fm_9763,eafc_4915,True
fm_11474,eafc_5535,True
fm_2315,eafc_1383,True
fm_1535,eafc_6695,True
fm_3140,eafc_3974,True
fm_14883,eafc_3394,True
fm_14967,eafc_5012,True
fm_2450,eafc_8155,True
fm_3069,eafc_8545,True
fm_16057,eafc_7133,True
fm_3714,eafc_5315,True
fm_14677,eafc_3814,True
fm_3583,eafc_7055,True
fm_15902,eafc_6576,True
fm_11425,eafc_3674,True
tm_3221,fm_10701,False
tm_2794,fm_5736,False
tm_9083,fm_6354,False
tm_5326,fm_3798,False
tm_2453,fm_10340,False
tm_5382,fm_14731,True
tm_9542,fm_16860,False
tm_5205,fm_1640,False
tm_9431,fm_18105,False
tm_3517,fm_4543,False
tm_1782,fm_2365,False
tm_4795,fm_12195,False
tm_9780,fm_1094,False
tm_1518,fm_16029,False
tm_2026,fm_17705,False
tm_3147,fm_11122,True
tm_3199,fm_10491,True
tm_3045,fm_11553,False
tm_10277,fm_3100,False
tm_2402,fm_10359,False
tm_3375,fm_10390,False
tm_9251,fm_14513,False
tm_9000,fm_1965,False
tm_9111,fm_7510,False
tm_1169,fm_16159,False
tm_2730,fm_6470,False
tm_9227,fm_15389,False
tm_2349,fm_10194,False
tm_5065,fm_2253,False
tm_2245,fm_3821,False
tm_5288,fm_6594,False
tm_9676,fm_6546,False
tm_8329,fm_17855,False
tm_5929,fm_1764,False
tm_2618,fm_10420,False
tm_2056,fm_17204,False
tm_4126,fm_4996,False
tm_9011,fm_8133,False
tm_8845,fm_6626,False
tm_7535,fm_2770,False
tm_4032,fm_14224,False
tm_5140,fm_11947,False
tm_2623,fm_10375,False
tm_2339,fm_10359,False
tm_1251,fm_12470,False
tm_2512,fm_15583,False
tm_1799,fm_1826,False
tm_9538,fm_15129,False
tm_1144,fm_15226,False
tm_5661,fm_15319,False
tm_2432,fm_10272,False
tm_3252,fm_10229,False
